"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"no temperature index included",2.67841966525447,1.99441143941273,3.36242789109622,0.291071461770291,19,0.425064066914232,0.692516794724633,0.595416835163991,37.1429076580275,45.6134958933216,47.2076799621993,0.000429126579907251,0.425064066914232,0.0927106689804656,0.143342470095823,0.102315140157635
"ISTI20_JJ",3.01348408546375,2.32412424451479,3.70284392641272,0.328840912437455,18,0.400445903432858,0.741465069980025,0.640923708305591,34.6347765463378,45.8847765463378,45.9576453885312,0.000302522780900467,0.400445903432858,0.0855828786396991,0.14274146912649,0.0953559295425456
"Chatham_SST_May",2.82324190655064,2.19848026434924,3.44800354875203,0.270371021349381,18,0.383967146185199,0.762305217249452,0.669868357290906,32.4496485264578,43.6996485264578,43.7725173686511,0.000150776508203162,0.383967146185199,0.0769875237671178,0.12561555879459,0.099671604446494
"Chatham_SST_MJJ",2.92444844765872,2.24018672463804,3.60871017067941,0.31511153871632,18,0.406498978362483,0.733590054089372,0.629986186235239,35.4149185543403,46.6649185543403,46.7377873965336,0.000387280911541255,0.406498978362483,0.0830177066056253,0.137912309980552,0.104078568949882
"Chatham_SST_AMJ",2.88922981426367,2.2671377130662,3.51132191546114,0.27374702655191,18,0.379095286792988,0.768298797656061,0.678192774522307,31.7856396071082,43.0356396071082,43.1085084493015,0.000121870341078202,0.379095286792988,0.0784792189449653,0.12968682986713,0.0922304274801676
"Chatham_SST_AMJJ",2.93362743283303,2.280936257382,3.58631860828406,0.295030948777855,18,0.391977188076488,0.752284544687477,0.655950756510385,33.5232744458788,44.7732744458788,44.8461432880721,0.000212458755636101,0.391977188076488,0.0798656106646977,0.13213221009539,0.0952660865399061
"Icy_Strait_SST_May",2.81184228959658,2.1838328231187,3.43985175607446,0.27121497523155,18,0.386358019963111,0.759335861360186,0.665744251889148,32.7724364636287,44.0224364636287,44.0953053058221,0.000167178932061175,0.386358019963111,0.0762954474601272,0.125208611605281,0.0969141494885178
"Icy_Strait_SST_MJJ",2.98646496868188,2.28612930832965,3.68680062903411,0.334374106527833,18,0.406577245513111,0.7334874552844,0.629843687895,35.4249296497966,46.6749296497966,46.74779849199,0.000388508066805229,0.406577245513111,0.085721912930328,0.144060819333401,0.106163082173665
"Icy_Strait_SST_AMJ",2.93480595787322,2.29821870916566,3.57139320658078,0.285571053091543,18,0.383937440258397,0.762341994722473,0.669919437114546,32.4456253490429,43.6956253490429,43.7684941912363,0.000150582443863729,0.383937440258397,0.078685596362186,0.130783353755339,0.0925835581520118
"Icy_Strait_SST_AMJJ",2.99727224316161,2.32568967969692,3.66885480662631,0.314165008184856,18,0.395125688585376,0.748289084707599,0.650401506538332,33.9392884246319,45.1892884246319,45.2621572668252,0.000242553698401676,0.395125688585376,0.0830819771478461,0.138925286795202,0.098276313281533
"NSEAK_SST_May",2.88021505184934,2.2500557113336,3.51037439236507,0.277262268085378,18,0.38403640899406,0.762219455259847,0.669749243416454,32.4590278217651,43.7090278217651,43.7818966639584,0.000151229893095263,0.38403640899406,0.0769916575790569,0.125562994968383,0.100675717271793
"NSEAK_SST_MJJ",3.00496135927868,2.30970469105709,3.70021802750027,0.332422798641453,18,0.403238654968371,0.737846396139967,0.635897772416621,34.9961712325094,46.2461712325094,46.3190400747028,0.000339232649833886,0.403238654968371,0.0818765495265048,0.13597490657594,0.101840371201371
"NSEAK_SST_AMJ",2.95674480625981,2.325178102444,3.58831151007563,0.284695276157504,18,0.379881806220939,0.76733636657314,0.676856064684917,31.8934136763661,43.1434136763661,43.2162825185595,0.000126158690651544,0.379881806220939,0.0791957254668083,0.130322099501846,0.0935778052984638
"NSEAK_SST_AMJJ",3.0011066228023,2.33790639576442,3.66430684984019,0.308823804054136,18,0.391318749994302,0.753116063986202,0.65710564442528,33.4358520894641,44.6858520894641,44.7587209316575,0.000206619572680833,0.391318749994302,0.0804350441721004,0.132581851686964,0.0956462900150223
"SEAK_SST_May",2.87101701599106,2.23498697945126,3.50704705253085,0.279623798275993,18,0.387773994384354,0.757568595231888,0.663289715599845,32.9626643592703,44.2126643592703,44.2855332014636,0.00017765784188365,0.387773994384354,0.0780447113238934,0.127879216180048,0.10165416542124
"SEAK_SST_MJJ",2.96293535232409,2.28292816812674,3.64294253652144,0.316377164525439,18,0.401450862037464,0.740165803745096,0.639119171868189,34.7651122130922,46.0151122130922,46.0879810552855,0.000315286951153112,0.401450862037464,0.080590257241586,0.133594603000357,0.100397902543171
"SEAK_SST_AMJ",2.91699664379755,2.28518089702779,3.54881239056731,0.281272444022842,18,0.382655414113293,0.763926498089306,0.672120136235147,32.2716988082053,43.5216988082053,43.5945676503987,0.000142424582542035,0.382655414113293,0.0791022564634053,0.130899964584463,0.0948270190500632
"SEAK_SST_AMJJ",2.95331101603924,2.30023403911317,3.6063879929653,0.297268115809199,18,0.390647754316592,0.753962003654215,0.658280560630854,33.3466109682336,44.5966109682336,44.6694798104269,0.000200822280379579,0.390647754316592,0.0794945653839842,0.130958382465206,0.09508341700888
