"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"vessel x adj_raw_pink_log + odd_factor x adj_raw_pink_log",3.68998047169386,3.02188127277002,4.35807967061769,0.27699978738036,17,0.417527635931621,0.731004404696235,0.620241512512332,35.6351374882466,47.6351374882466,46.6050199120604,0.000720750831183027,0.417527635931621,0.0865325112976316,0.142281086289793,0.099561410952806
"vessel x adj_raw_pink_log + ISTI20_MJJ + odd_factor x adj_raw_pink_log",3.4287460738352,2.82168678240966,4.03580536526074,0.266520849587901,16,0.367694398935039,0.803655018372643,0.705482527558965,29.7645929198175,45.4788786341032,41.9533511684995,0.000205344755967982,0.367694398935039,0.0710000650387855,0.123610549883357,0.0799065016348741
"vessel x adj_raw_pink_log + Chatham_SST_May + odd_factor x adj_raw_pink_log",3.59234788996106,2.9821337159037,4.20256206401842,0.255145461270255,16,0.378526717479095,0.79191592021152,0.68787388031728,31.216318054308,46.9306037685938,43.40507630299,0.000314610903425124,0.378526717479095,0.0683905741497082,0.118824431238801,0.0875621685705562
"vessel x adj_raw_pink_log + Chatham_SST_MJJ + odd_factor x adj_raw_pink_log",3.75238442002613,3.12827426652049,4.37649457353178,0.25952903482758,16,0.388104475923225,0.781252509349433,0.67187876402415,32.4657137064441,48.1799994207298,44.6544719551261,0.000453188235811396,0.388104475923225,0.0761843597394101,0.131120162162595,0.0965271539407085
"vessel x adj_raw_pink_log + Chatham_SST_AMJ + odd_factor x adj_raw_pink_log",3.52877638454119,2.92383662005652,4.13371614902585,0.256835735257488,16,0.372599443913574,0.798381591737556,0.697572387606333,30.4271834312945,46.1414691455803,42.6159416799765,0.000249572195235514,0.372599443913574,0.0712393249008874,0.124963003637704,0.0913426623005393
"vessel x adj_raw_pink_log + Chatham_SST_AMJJ + odd_factor x adj_raw_pink_log",3.63487857046738,3.0230794917362,4.24667764919855,0.25395244588732,16,0.380754119547802,0.789459815745592,0.684189723618388,31.5096757092969,47.2239614235827,43.6984339579789,0.000342825561256227,0.380754119547802,0.0747834868351744,0.129664914451647,0.0933755354754762
"vessel x adj_raw_pink_log + Icy_Strait_SST_May + odd_factor x adj_raw_pink_log",3.59565822309097,2.9786930306907,4.21262341549123,0.257995255822629,16,0.382696274265786,0.787306486570651,0.680959729855976,31.7640679950694,47.4783537093551,43.9528262437514,0.000369298761089556,0.382696274265786,0.0696465963514898,0.12237069868771,0.0913179519126837
"vessel x adj_raw_pink_log + Icy_Strait_SST_MJJ + odd_factor x adj_raw_pink_log",3.75524656403348,3.135115094717,4.37537803334996,0.257924642022342,16,0.385596815878399,0.784070163980755,0.676105245971133,32.1416004016928,47.8558861159785,44.3303586503748,0.00041233410837514,0.385596815878399,0.0755618348600328,0.131217557761659,0.0998465911107288
"vessel x adj_raw_pink_log + Icy_Strait_SST_AMJ + odd_factor x adj_raw_pink_log",3.57735528777386,2.96846637531566,4.18624420023206,0.25540478213044,16,0.377155056669674,0.793421249304307,0.69013187395646,31.0348048350205,46.7490905493062,43.2235630837025,0.000298311711014097,0.377155056669674,0.0735351422960965,0.13125769244993,0.095703457948879
"vessel x adj_raw_pink_log + Icy_Strait_SST_AMJJ + odd_factor x adj_raw_pink_log",3.654809005043,3.04306964572701,4.26654836435898,0.253376535703277,16,0.38108395983445,0.789094883573027,0.683642325359541,31.5529710388668,47.2672567531525,43.7417292875488,0.00034719529763089,0.38108395983445,0.074587370642032,0.130929670728749,0.0959075055616904
"vessel x adj_raw_pink_log + NSEAK_SST_May + odd_factor x adj_raw_pink_log",3.6142972060152,3.00853223075176,4.22006218127863,0.252134858068291,16,0.376539592776082,0.794094914001476,0.691142371002215,30.9531452357587,46.6674309500444,43.1419034844407,0.000291252976339994,0.376539592776082,0.0677048211256695,0.117091682656743,0.0857133223064752
