"","model","AdjR2","AICc","MAPE","MEAPE","MASE"
"model.m1","CPUE",0.639370708788751,29.4802115446498,0.109873928671622,0.0880235557641331,0.375453584084282
"model.m2","CPUE+ISTI",0.812169677747945,16.3139370791463,0.0788055080084317,0.0600796977795977,0.261176890152732
"model.m3","CPUE+ISTI_log",0.80542803000193,17.1249885224586,0.0814972950587073,0.0617052784824664,0.269132940440215
