"SEAKCatch_log","CPUE","ISTI",".fitted",".resid",".std.resid",".hat",".sigma",".cooksd","year","catch","sigma","fit"
3.74950407593037,2.477744394,9.259388125,3.27347120011921,0.47603287581116,1.73703027299595,0.0492768277207315,0.265723166282206,0.0521293347219657,1998,42.5,0.265723166282206,27.3516156614698
4.35414143118435,5.622379984,9.489001146,4.74091043354348,-0.386769002359133,-1.64499719397992,0.300209636827166,0.268147189163972,0.386959701920429,1999,77.8,0.268147189163972,118.731173461174
3.01062088604774,1.597723341,8.55974875,3.20995636593698,-0.199335479889242,-0.747344806508616,0.0994203475791169,0.284308820363355,0.020552939022087,2000,20.3,0.284308820363355,25.7999387683551
4.20469261939097,3.729984668,8.755733229,4.18295873913645,0.0217338802545148,0.0819644445447661,0.109941607361974,0.288315349018496,0.000276613472059391,2001,67,0.288315349018496,68.3418016499235
3.81330703248899,2.868826043,9.027826496,3.59808574435018,0.215221288138804,0.784056330256304,0.0461702110623785,0.283897446404998,0.00991891696303415,2002,45.3,0.283897446404998,38.0303537737298
3.96081316959758,2.784664064,8.197730295,4.00898290457669,-0.0481697349791106,-0.187527602843246,0.164756567191197,0.288110154109821,0.00231227143664329,2003,52.5,0.288110154109821,57.4253954558746
3.81330703248899,3.077820362,9.349481875,3.52821152124932,0.285095511239666,1.04316112467758,0.0544751851480903,0.280409242003547,0.020898124728218,2004,45.3,0.280409242003547,35.4288405322732
4.07923092441205,3.89940674,9.268800677,3.98846022003569,0.0907707043763621,0.33832040910556,0.0887658725696979,0.287537443006798,0.00371664593292399,2005,59.1,0.287537443006798,56.2496101616599
2.45100509811232,2.040345363,10.20316094,2.53627350814822,-0.085268410035904,-0.351749054143371,0.256115664899245,0.287470438711321,0.0141995751565598,2006,11.6,0.287470438711321,13.1654126208206
3.80220813942094,2.572780687,8.771492917,3.58817595251773,0.214032186903209,0.784594904495978,0.0579755578312988,0.28389126002402,0.0126285205880566,2007,44.8,0.28389126002402,37.6552759640919
2.76631910922619,1.167638593,8.950851771,2.77841858530151,-0.0120994760753241,-0.045577084491848,0.107855896632768,0.288348809381409,8.37106492795484e-05,2008,15.9,0.288348809381409,16.7767014131454
3.63758615972639,2.323473052,7.924594722,3.92459979265302,-0.287013632926639,-1.16438372321641,0.230855816665154,0.278418262493363,0.135645083898259,2009,38,0.278418262493363,52.6337820083299
3.17805383034795,2.333003071,9.378418351,3.13512066890431,0.0429331614436337,0.157667713105001,0.0613684192090968,0.288184517628042,0.000541768881827662,2010,24,0.288184517628042,23.9662316982785
4.07584109065754,4.10831806,9.395296111,4.02517092455164,0.0506701661059044,0.190786506149448,0.107096950543584,0.288101258133941,0.00145528098195255,2011,58.9,0.288101258133941,58.3624143077909
3.05870707271538,1.454838125,8.669406424,3.07766678865829,-0.0189597159429127,-0.0709588420695728,0.0962556963287749,0.288327483800694,0.000178760949298534,2012,21.3,0.288327483800694,22.6290200962832
4.55071400019203,3.521505182,8.725248086,4.09401089783312,0.456703102358913,1.71160365911814,0.0987267714068262,0.266408288628251,0.106970400455275,2013,94.7,0.266408288628251,62.1466917193357
3.6163087612791,2.142767709,8.865461372,3.31901602778871,0.297292733490396,1.08812934862141,0.0550637710591862,0.279697817578942,0.0229986976635164,2014,37.2,0.279697817578942,28.7354474191632
3.55820113047182,3.817373297,9.093034323,4.04293798805678,-0.484736857584961,-1.80418084770561,0.0862089297813342,0.263856262715681,0.102363287622153,2015,35.1,0.263856262715681,59.0124271710379
2.91235066461494,2.452646547,9.645331998,3.04989501411017,-0.137544349495228,-0.513585251479435,0.0920636997530723,0.286455932184424,0.00891531877828019,2016,18.4,0.286455932184424,21.9973835040653
3.54673968695281,4.351092515,10.29717619,3.65539802642253,-0.108658339469717,-0.451825716444254,0.26788518415672,0.286888298884521,0.0248994719049165,2017,34.7,0.286888298884521,40.3080207192364
2.09186406167839,0.34583664,8.559985625,2.57569380369377,-0.483829742015374,-1.93319256847875,0.207079128356767,0.260029686671682,0.325338498344093,2018,8.1,0.260029686671682,13.5922737225219
3.04927304048202,1.17155842,8.924952083,2.79455461374818,0.254718426733839,0.959196181995687,0.107309723206696,0.28165291631821,0.0368664991032026,2019,21.1,0.28165291631821,17.017101285386
2.08789855511907,1.141970892,9.91121125,2.24071785120192,-0.152819296082859,-0.629989421442563,0.255122534709123,0.285488254210418,0.0453115840072179,2020,8.067943,0.285488254210418,9.79105900540477
