"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"vessel x adj_raw_pink_log + NSEAK_SST_May + odd_factor x adj_raw_pink_log",3.6166226027711,3.01099352546102,4.22225168008117,0.252078293868344,16,0.37645511948676,0.793977314491077,0.690965971736616,30.9419269246204,46.6562126389062,43.1306851733025,0.000292474882724298,0.37645511948676,0.0675742372558706,0.116635955188283,0.0851526238133629
"vessel x adj_raw_pink_log + NSEAK_SST_MJJ + odd_factor x adj_raw_pink_log",3.75847559004541,3.14388981925058,4.37306136084025,0.255566114778447,16,0.38218326249149,0.787659930263608,0.681489895395412,31.6969970608152,47.4112827751009,43.8857553094972,0.00036483837569678,0.38218326249149,0.0741503817856173,0.126566554664212,0.0914759448073396
"vessel x adj_raw_pink_log+  NSEAK_SST_AMJ + odd_factor x adj_raw_pink_log",3.54760475353464,2.94383920601387,4.15137030105542,0.255105571876765,16,0.372722183123968,0.79804290680303,0.697064360204545,30.4436513837933,46.157937098079,42.6324096324753,0.000252669544565782,0.372722183123968,0.071259238926397,0.124384710145613,0.0902282878159316
"vessel x adj_raw_pink_log + NSEAK_SST_AMJJ + odd_factor x adj_raw_pink_log",3.64530650384311,3.03703181649959,4.25358119118664,0.252212611176102,16,0.378745241189082,0.791463059159003,0.687194588738505,31.2451747567847,46.9594604710705,43.4339330054667,0.000319659660830246,0.378745241189082,0.0738403458550796,0.127493678649277,0.0900595043421509
"vessel x adj_raw_pink_log + SEAK_SST_May + odd_factor x adj_raw_pink_log",3.6362865631997,3.03277480421541,4.23979832218399,0.250460674323511,16,0.375631022148289,0.794878335103815,0.692317502655723,30.8323520205408,46.5466377348265,43.0211102692228,0.000283222932681637,0.375631022148289,0.0686882248508368,0.118626494473441,0.085161118862725
"vessel x adj_raw_pink_log + SEAK_SST_MJJ + odd_factor x adj_raw_pink_log",3.78083856190487,3.17170306462186,4.38997405918788,0.254202597154061,16,0.378188656086772,0.792075519766624,0.688113279649936,31.1716432100241,46.8859289243098,43.3604014587061,0.000312847789623099,0.378188656086772,0.0744381168846723,0.126491623272395,0.0868288513189172
"vessel x adj_raw_pink_log + SEAK_SST_AMJ + odd_factor x adj_raw_pink_log",3.57258516386693,2.97342720907111,4.17174311866275,0.251404668811073,16,0.371072256084655,0.79982695382068,0.69974043073102,30.2218253444213,45.936111058707,42.4105835931033,0.000236713833143496,0.371072256084655,0.0720199815362983,0.126198724758268,0.0907205610014847
"vessel x adj_raw_pink_log + SEAK_SST_AMJJ + odd_factor x adj_raw_pink_log",3.66453811754499,3.06246303444467,4.2666132006453,0.24920719484212,16,0.375174228207262,0.795376916723915,0.693065375085872,30.771511476715,46.4857971910008,42.9602697253971,0.000278210969070429,0.375174228207262,0.0748860254439821,0.128981351814614,0.0880259125041576
"vessel : adj_raw_pink_log + odd_factor : adj_raw_pink_log",3.17312016706706,2.48610365201003,3.86013668212409,0.223449204808168,20,0.467736718846896,0.602441016676963,0.522929220012356,39.3758524808336,44.0425191475003,46.6891074300428,0.000692828231212385,0.467736718846896,0.109699282049962,0.150166690827665,0.170262234721761
"vessel : adj_raw_pink_log + ISTI20_MJJ + odd_factor : adj_raw_pink_log",2.9305265284694,2.29756113636552,3.56349192057328,0.224831230660558,19,0.420381531308881,0.694922974935128,0.614639547286478,34.7563769087313,41.3446122028489,43.2885076828087,0.000206479022722921,0.420381531308881,0.0948534958863343,0.136490058920871,0.169421071163094
"vessel : adj_raw_pink_log + Chatham_SST_May + odd_factor: adj_raw_pink_log",3.11308513661462,2.48465473930291,3.74151553392633,0.205441565880602,19,0.426401821922741,0.686122380348856,0.603523006756449,35.4673488508044,42.055584144922,43.9994796248818,0.000266086102857455,0.426401821922741,0.0987645362267399,0.141073356677943,0.174624406883823
"vessel : adj_raw_pink_log + Chatham_SST_MJJ + odd_factor: adj_raw_pink_log",3.24129916739324,2.58342642480792,3.89917190997856,0.216492066404461,19,0.445689417093749,0.657084677766102,0.566843803494024,37.6793583290649,44.2675936231826,46.2114891031423,0.000583160442207484,0.445689417093749,0.101292890374556,0.144526953579257,0.168003820890001
"vessel : adj_raw_pink_log + Chatham_SST_AMJ + odd_factor: adj_raw_pink_log",3.04681619401475,2.42863594963338,3.66499643839612,0.205940155346197,19,0.4175703439626,0.698989571725917,0.619776301127474,34.420892500157,41.0091277942747,42.9530232742345,0.000183149116063921,0.4175703439626,0.096749403895821,0.138137416435442,0.159548481598225
"vessel : adj_raw_pink_log + Chatham_SST_AMJJ + odd_factor: adj_raw_pink_log",3.15165029074454,2.51860117996258,3.78469940152651,0.205722526959471,19,0.430125655278937,0.680616157497539,0.596567777891628,35.9021109474888,42.4903462416065,44.4342417215662,0.000310623981526545,0.430125655278937,0.099703882988106,0.142052590357477,0.160233452555108
"vessel : adj_raw_pink_log + Icy_Strait_SST_May + odd_factor: adj_raw_pink_log",3.11650964675985,2.48440018306478,3.74861911045491,0.206546639691217,19,0.428945175670061,0.68236684934716,0.598779178122728,35.7646973246115,42.3529326187291,44.2968280986889,0.000295803442189708,0.428945175670061,0.0979426728084171,0.140323991859915,0.174993379114236
"vessel : adj_raw_pink_log + Icy_Strait_SST_MJJ + odd_factor: adj_raw_pink_log",3.24330753589728,2.59129913383098,3.89531593796357,0.21443438267131,19,0.441778580183641,0.66307630316991,0.574412172425149,37.2386819060655,43.8269172001832,45.7708126801429,0.000499054064487714,0.441778580183641,0.0996642120480162,0.14279167227245,0.165136441999489
"vessel : adj_raw_pink_log + Icy_Strait_SST_AMJ + odd_factor: adj_raw_pink_log",3.09821537058956,2.47753371511566,3.71889702606345,0.203488882258027,19,0.420863987613263,0.694222321917587,0.6137545118959,34.813727152676,41.4019624467936,43.3458579267534,0.000210751781938875,0.420863987613263,0.0962715949571829,0.138039658716768,0.15814736144629
"vessel : adj_raw_pink_log + Icy_Strait_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16616151987493,2.532162501454,3.80016053829586,0.205855645510766,19,0.430855000974351,0.679532108117555,0.595198452359017,35.9868220109228,42.5750573050404,44.5189527850002,0.000320123908745434,0.430855000974351,0.0984584934847922,0.141209870543141,0.159098921262915
"vessel : adj_raw_pink_log + NSEAK_SST_May + odd_factor: adj_raw_pink_log",3.14046558886175,2.51713443932625,3.76379673839726,0.202767724655809,19,0.423425507478206,0.690488863135819,0.609038563961035,35.117121632801,41.7053569269186,43.6492524068784,0.000234854635901361,0.423425507478206,0.0984392098635891,0.140541657831515,0.171463374301213
"vessel : adj_raw_pink_log + NSEAK_SST_MJJ + odd_factor: adj_raw_pink_log",3.24630222186904,2.59560452813778,3.89699991560029,0.21416955835631,19,0.440809756785231,0.664552434677624,0.576276759592788,37.1289111616584,43.717146455776,45.6610419357358,0.000480041438973068,0.440809756785231,0.101971666584263,0.145053830530733,0.167195121447727
"vessel : adj_raw_pink_log+  NSEAK_SST_AMJ + odd_factor: adj_raw_pink_log",3.07269902065241,2.45694694918241,3.6884510921224,0.203207335321659,19,0.416873476820157,0.699993422915285,0.621044323682465,34.3373797115074,40.9256150056251,42.8695104855848,0.000177759687725376,0.416873476820157,0.097722273640806,0.139225245472793,0.158734930442148
"vessel : adj_raw_pink_log + NSEAK_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16376631410392,2.53309659564753,3.7944360325603,0.204789880427164,19,0.428585184043133,0.682899771963374,0.599452343532683,35.7227172776082,42.3109525717259,44.2548480516856,0.000291416863325696,0.428585184043133,0.100598621813491,0.143112924826964,0.160262369002671
"vessel : adj_raw_pink_log + SEAK_SST_May + odd_factor: adj_raw_pink_log",3.13425672961462,2.49653503535592,3.77197842387333,0.207727950528993,19,0.433067198615667,0.676232815723084,0.591030925123895,36.2428870220358,42.8311223161535,44.7750177961132,0.000350622473836187,0.433067198615667,0.10087806470359,0.143829281579933,0.174794689538846
"vessel : adj_raw_pink_log + SEAK_SST_MJJ + odd_factor: adj_raw_pink_log",3.25078293686027,2.59589162025286,3.90567425346769,0.216132092335419,19,0.443367329343708,0.66064861753937,0.571345622154994,37.4181721854771,44.0064074795948,45.9503029595545,0.00053175738732814,0.443367329343708,0.10187382945044,0.14491531105406,0.168063906981524
"vessel : adj_raw_pink_log + SEAK_SST_AMJ + odd_factor: adj_raw_pink_log",3.08186615662112,2.45560199165925,3.708130321583,0.206430073446785,19,0.424110348154171,0.689486858167954,0.60777287347531,35.1979253911864,41.786160685304,43.7300561652638,0.000241721641971814,0.424110348154171,0.0991816355473642,0.14113065966878,0.162086939879213
"vessel : adj_raw_pink_log + SEAK_SST_AMJJ + odd_factor: adj_raw_pink_log",3.16737186279995,2.53106105193616,3.80368267366374,0.206600042320668,19,0.432429031670048,0.677186317997861,0.59223534904993,36.1691527827706,42.7573880768883,44.701283556848,0.000341557237730813,0.432429031670048,0.100716498552989,0.142980732500632,0.16180686430143
