"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"CPUE*as.factor(odd_even_factor) + NSEAK_SST_MJJ",3.58255296043437,3.12321503254715,4.04189088832159,0.143077405706979,22,0.316851112818752,0.801230676670152,0.765090799701089,21.0297739328776,25.2297739328776,28.8047951289036,1.87788302266098e-07,0.316851112818752,0.0751059419240168,0.0930132629928102,0.122931138745122
"CPUE*as.factor(odd_even_factor) + NSEAK_SST_AMJ",3.41032663470064,2.98928930194316,3.83136396745813,0.140368688773647,22,0.286088502130192,0.837953485714769,0.808490483117454,15.5147119783259,19.7147119783259,23.2897331743519,2.06719182984117e-08,0.286088502130192,0.065278523474722,0.0793815647156568,0.107999428756881
"CPUE*as.factor(odd_even_factor) + NSEAK_SST_AMJJ",3.49494381234195,3.04637124216567,3.94351638251822,0.144313967572474,22,0.307311330238584,0.813019623133777,0.779023190976282,19.3789588786295,23.5789588786295,27.1539800746555,9.71143049170004e-08,0.307311330238584,0.072112781265562,0.0888418958620694,0.116232254555152
"CPUE*as.factor(odd_even_factor) + SEAK_SST_May",3.45633561297656,3.03974649576879,3.87292473018434,0.135271948389251,22,0.284810646206632,0.839397861408336,0.810197472573488,15.2729728364386,19.4729728364386,23.0479940324646,1.87621894361139e-08,0.284810646206632,0.0671675731327495,0.0817866995306484,0.117724064286756
"CPUE*as.factor(odd_even_factor) + SEAK_SST_MJJ",3.58650414405896,3.12130768617278,4.05170060194514,0.14482349599695,22,0.320927877967448,0.796082839654696,0.759006992319186,21.7201331940375,25.9201331940375,29.4951543900635,2.47345421613682e-07,0.320927877967448,0.0764560181888551,0.0943234249045782,0.12445270833575
"CPUE*as.factor(odd_even_factor) + SEAK_SST_AMJ",3.42655467738588,2.99331967213657,3.8597896826352,0.143879909603983,22,0.294648460138295,0.828111335514822,0.796858851062971,17.1067277873561,21.3067277873561,24.8817489833821,3.91234783378613e-08,0.294648460138295,0.0682049038781522,0.083086864889255,0.112499720695078
"CPUE*as.factor(odd_even_factor) + SEAK_SST_AMJJ",3.5028213506033,3.04603955406836,3.95960314713823,0.146778492233459,22,0.313018205683319,0.806010563749703,0.770739757158739,20.3725597010115,24.5725597010115,28.1475808970375,1.44445865872953e-07,0.313018205683319,0.0737643308399407,0.090671201795846,0.119146575949681
"CPUE:as.factor(odd_even_factor)",3.21945779724867,2.61343432227611,3.82548127222123,0.135930454336852,24,0.439313707647364,0.583152735687973,0.548415463661971,37.0252964748512,38.843478293033,42.2086439388685,2.75247553706873e-05,0.439313707647364,0.104540226996744,0.118535274428585,0.150574702844006
"ISTI20_MJJ+ CPUE:as.factor(odd_even_factor)",2.88872254165111,2.40831571416139,3.36912936914082,0.131840198385796,23,0.339385032914886,0.761587285541922,0.730489974960433,23.93994784706,26.7970907042029,30.4191321770816,2.41024075709682e-07,0.339385032914886,0.075680571779246,0.0897977304279196,0.107859322154416
"Chatham_SST_May+ CPUE:as.factor(odd_even_factor)",3.07345904943325,2.59721699524949,3.549701103617,0.112125764104619,23,0.343079217351195,0.756368823585248,0.724590844052889,24.5245584193313,27.3817012764742,31.0037427493529,3.08218712146989e-07,0.343079217351195,0.0749684339668355,0.0888706352708958,0.131794825677202
"Chatham_SST_MJJ+ CPUE:as.factor(odd_even_factor)",3.22609419333602,2.68381918410569,3.76836920256635,0.121505469228724,23,0.392610493538431,0.680943316091753,0.63932722688633,31.8068167054659,34.6639595626087,38.2860010354875,6.53936851607413e-06,0.392610493538431,0.0931552577223641,0.110251150460952,0.147858445125011
"Chatham_SST_AMJ+ CPUE:as.factor(odd_even_factor)",3.03165118377226,2.5520009665593,3.51130140098522,0.116408164251367,23,0.344377622220309,0.754521259065514,0.722502292856668,24.7285390687825,27.5856819259254,31.2077233988042,3.35825737492672e-07,0.344377622220309,0.0781085993002686,0.0918277941945057,0.122180029990365
"Chatham_SST_AMJJ+ CPUE:as.factor(odd_even_factor)",3.13079293420582,2.61751772128128,3.64406814713037,0.117864129985396,23,0.370718358020135,0.715532781232741,0.678428361393533,28.7085462775138,31.5656891346566,35.1877306075354,1.78652624404506e-06,0.370718358020135,0.0871427349762921,0.102614156569883,0.133736844938669
"Icy_Strait_SST_May+ CPUE:as.factor(odd_even_factor)",3.07914902390675,2.59059188163534,3.56770616617816,0.11500949914974,23,0.351955997740113,0.743598369913121,0.710154679032224,25.9039768896436,28.7611197467865,32.3831612196652,5.50430686637648e-07,0.351955997740113,0.0742537966059808,0.0881854375923008,0.138769948251177
"Icy_Strait_SST_MJJ+ CPUE:as.factor(odd_even_factor)",3.24424477802148,2.70096682306953,3.78752273297344,0.122037532862011,23,0.393241385814294,0.679917097337109,0.638167153511515,31.8935205515997,34.7506634087426,38.3727048816214,6.78083431070883e-06,0.393241385814294,0.0933728994753878,0.110854602392753,0.145240242433639
"Icy_Strait_SST_AMJ+ CPUE:as.factor(odd_even_factor)",3.08358886479157,2.58817732548237,3.57900040410078,0.116526892088663,23,0.356925310816618,0.736306919524464,0.701912169897221,26.6610776865893,29.5182205437321,33.1402620166109,7.56539919275355e-07,0.356925310816618,0.0798473381085234,0.0938420200856071,0.131826907757728
"Icy_Strait_SST_AMJJ+ CPUE:as.factor(odd_even_factor)",3.15627026381269,2.63409602355239,3.678444504073,0.118608180474035,23,0.377556449456372,0.704941705622091,0.666455841138016,29.6955291706418,32.5526720277846,36.1747135006634,2.70202528359085e-06,0.377556449456372,0.0891692427412732,0.10526095963633,0.135425970231254
"NSEAK_SST_May+ CPUE:as.factor(odd_even_factor)",3.08284069076875,2.59592628283398,3.56975509870353,0.114294971881407,23,0.350879525893691,0.74516440115172,0.711924975214988,25.7385625837178,28.5957054408606,32.2177469137394,5.13469102999038e-07,0.350879525893691,0.0764367168668771,0.0907944212648425,0.132620349720375
"NSEAK_SST_MJJ+ CPUE:as.factor(odd_even_factor)",3.19661920194735,2.65066385944629,3.74257454444842,0.122598413210571,23,0.395191942442428,0.676733870567568,0.634568723250295,32.1607093398867,35.0178521970296,38.6398936699084,7.5823194435618e-06,0.395191942442428,0.0936636800431778,0.111210349746217,0.146042466611919
"NSEAK_SST_AMJ+ CPUE:as.factor(odd_even_factor)",3.03816818673546,2.54353317414123,3.53280319932968,0.120256651330408,23,0.355064700749146,0.73904895651039,0.705011863881311,26.3788457150018,29.2359885721447,32.8580300450235,6.71967615541035e-07,0.355064700749146,0.0798409251360971,0.0940905863982806,0.125678795581268
"NSEAK_SST_AMJJ+ CPUE:as.factor(odd_even_factor)",3.11676201296872,2.59157972101192,3.64194430492553,0.121986548382154,23,0.378874219684413,0.702878450836106,0.664123466162555,29.8836750700725,32.7408179272153,36.3628594000941,2.9236454919317e-06,0.378874219684413,0.0889011312434742,0.104992991353566,0.136544587700792
"SEAK_SST_May+ CPUE:as.factor(odd_even_factor)",3.07766214839368,2.57560676087395,3.57971753591341,0.118842967583223,23,0.361465131102776,0.729556305962406,0.69428104152272,27.3435855391544,30.2007283962973,33.8227698691761,1.00760419970566e-06,0.361465131102776,0.0826151617224913,0.0975632804778165,0.138581358001172
"SEAK_SST_MJJ+ CPUE:as.factor(odd_even_factor)",3.19995408647681,2.64921320628165,3.75069496667198,0.123607399181534,23,0.398676331021113,0.67100829608875,0.628096334709022,32.6347380869686,35.4918809441114,39.1139224169902,9.24377528823222e-06,0.398676331021113,0.0956023974707337,0.113034566753418,0.147802995978025
"SEAK_SST_AMJ+ CPUE:as.factor(odd_even_factor)",3.04910728478381,2.5414194796646,3.55679508990303,0.123161347500524,23,0.364525313056474,0.724957742387046,0.689082665307096,27.7988279064501,30.6559707635929,34.2780122364717,1.2197514079115e-06,0.364525313056474,0.084559788235991,0.0993895960595101,0.131407158701918
"SEAK_SST_AMJJ+ CPUE:as.factor(odd_even_factor)",3.12128193440282,2.58774537213832,3.65481849666731,0.123897270844609,23,0.384910694551679,0.693335152207695,0.653335389452177,30.7372568155429,33.5943996726858,37.2164411455646,4.17997677177811e-06,0.384910694551679,0.0917599673205172,0.108003432368665,0.1402152190309
