"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","MASE","MASE2","wMAPE"
"CPUE",3.35058953147968,2.84669257570204,3.85448648725733,0.107035402046114,14,0.359020392648676,0.663314964967521,0.639266033893773,16.4894959622583,18.4894959622583,18.8072621289777,0.000122434515552108,0.359020392648676,0.0742548841807153,0.0874489440727298,0.298584373767093,0.298584373767093,0.0742548841807153
