"","Fit","LPI","UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","MAPE","MEAPE"
"CPUE",3.31296698538521,2.75970771335478,3.86622625741564,0.0879564773016308,21,0.408770133494245,0.657456205220066,0.641144595944831,28.0271157491635,29.2902736439003,31.4335983969509,0.109323743133256,0.0890381795151518
"CPUE+ISTI",3.39995200952977,2.99665538091547,3.80324863814407,0.0668015103007137,20,0.296873642380375,0.827927379088103,0.810720116996913,14.1920086998285,16.4142309220507,18.7339855635451,0.0789353481059235,0.0607331795409683
