"","Fit","LPI","UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","MAPE","MEAPE"
"CPUE",3.22971338750314,2.66406962109226,3.79535715391402,0.0940752347294642,21,0.417005744752876,0.643514502368633,0.626539002481425,28.9446787076312,30.2078366023681,32.3511613554187,0.11558418249623,0.104699883681612
"CPUE+ISTI",3.30896136638704,2.92654633388535,3.69137639888873,0.0652677260983926,20,0.281062250899111,0.845768340386527,0.830345174425179,11.6744092189989,13.8966314412211,16.2163860827155,0.0735234000004501,0.0597559328329153
"CPUE + SST_May",2.82187077388031,2.46011482892989,3.18362671883074,0.0901566834900532,20,0.257633857376457,0.870409142449398,0.857450056694338,7.67071831699135,9.89294053921358,12.212695180708,0.0649291591558158,0.0483369422726578
