"","region","year","SST_MJJ","SST_May","SST_AMJJ","SST_AMJ"
"75","NSEAK",2021,10.2269543650794,7.29378720238095,8.95766369047619,7.64689484126984
"76","SEAK",1997,10.4718725747903,7.99954187007135,9.1980623357116,7.98696332457129
"77","SEAK",1998,10.360032544749,8.36530980097634,9.37888002253098,8.37016773062962
"78","SEAK",1999,9.2960182751283,7.2300450619602,8.403885655276,7.43194141945175
"79","SEAK",2000,10.0249004881712,7.71283514832895,8.94683345850544,7.86134935536362
"80","SEAK",2001,9.51052196770559,7.10148704468644,8.52275441231694,7.44798472900238
"81","SEAK",2002,9.44150957566654,6.92055951933909,8.33290461885092,7.13942796344974
"82","SEAK",2003,10.318872199274,8.1685467517837,9.24954656402554,8.16362122919014
"83","SEAK",2004,10.977196144699,8.57842658655652,9.74268869695832,8.51245963199399
"84","SEAK",2005,11.0619952434598,8.92354862936538,9.83011828764551,8.82307047189886
"85","SEAK",2006,10.1859657028414,7.63202778820879,9.06905088246339,7.96055451245463
"86","SEAK",2007,9.99207660533233,7.51173488546752,8.8221460758543,7.63734635123295
"87","SEAK",2008,9.18499311553386,7.21611340593316,8.16533233195644,7.28123169357867
"88","SEAK",2009,10.2019489297784,7.76138941043935,8.8528839654525,7.73296407560396
"89","SEAK",2010,10.0920690950056,8.28340593315809,9.05223244461134,8.22680685943172
"90","SEAK",2011,10.0517323820253,7.74029665790462,8.88316278633121,7.91839404180749
"91","SEAK",2012,9.67948178745776,7.46885092001502,8.62747089748404,7.60658655651521
"92","SEAK",2013,10.3943334585054,7.51085993240706,9.10480285392415,7.85053824008011
"93","SEAK",2014,10.5693578670672,8.61536237326324,9.26431749906121,8.17300913756415
"94","SEAK",2015,11.4288108649393,9.64389410439354,10.2136809988734,9.31599699586932
"95","SEAK",2016,11.6700225309801,9.60721742395794,10.590352046564,9.59291025159594
"96","SEAK",2017,10.3089072474653,8.2547765677807,9.28253567405182,8.28782951558393
"97","SEAK",2018,10.7865152084116,8.2795456252347,9.53797972211791,8.29529352860183
"98","SEAK",2019,11.4633070471899,9.01320315433721,10.2456712354487,9.04704844160721
"99","SEAK",2020,10.7027612967831,8.89819752159219,9.52239391663537,8.52833646263612
"100","SEAK",2021,10.8155789210164,7.97044310927525,9.58491363124296,8.30545124546251
