"","fit","fit_LPI","fit_UPI","se.fit","df","residual.scale","R2","AdjR2","AIC","AICc","BIC","p.value","sigma","MAPE","MAPE_LOOCV","wMAPE"
"no temperature index included",3.96144999822929,3.42232071983033,4.50057927662825,0.110006362721196,26,0.394959329507433,0.644652165076245,0.617317716235956,33.25125146493,34.9179181315967,38.7204347848759,1.44044857444726e-06,0.394959329507433,0.095967018662276,0.107343378476523,0.0811693354031266
"ISTI20_JJ",4.11817483588339,3.62542072043393,4.61092895133285,0.115534961411567,25,0.356059562341985,0.722309586053292,0.688986736379688,28.1001341512645,30.7088298034384,34.9366133011969,3.92226235546851e-07,0.356059562341985,0.0807988285131767,0.0968473420612278,0.0635731616898914
"Chatham_SST_May",4.26755577696348,3.84596794704022,4.68914360688674,0.108639497182626,25,0.301282761870226,0.801178132705998,0.777319508630718,18.4113040517731,21.0199997039471,25.2477832017055,6.31260180844667e-09,0.301282761870226,0.0722351432573902,0.0845824305742957,0.0859788316053677
"Chatham_SST_MJJ",4.17648379122957,3.68372338670699,4.66924419575215,0.12542660949879,25,0.352701689535102,0.727522490790435,0.694825189685287,27.5505609926384,30.1592566448123,34.3870401425707,3.10503751153762e-07,0.352701689535102,0.0859131948801479,0.10065689000645,0.0937107863969974
"Chatham_SST_AMJ",4.19506565516082,3.77170392995017,4.61842738037148,0.100923480727939,25,0.305374033375016,0.795741663302561,0.771230662898868,19.1936157202222,21.8023113723961,26.0300948701546,8.8167607287013e-09,0.305374033375016,0.0734871780381529,0.0854903629153642,0.0754297673000575
"Chatham_SST_AMJJ",4.19465211461237,3.73279934259836,4.65650488662637,0.114510074754035,25,0.331647629716585,0.759081929646263,0.730171761203814,23.9806854386929,26.5893810908668,30.8171645886253,6.79414530212128e-08,0.331647629716585,0.0800846776833028,0.0933612395633523,0.0873179025478413
"Icy_Strait_SST_May",4.34274048563182,3.90872001599734,4.7767609552663,0.123185973494342,25,0.305839951339708,0.7951179021566,0.770532050415392,19.2820405529719,21.8907362051458,26.1185197029042,9.15602518338886e-09,0.305839951339708,0.0712210995484971,0.083609168577728,0.0888999941951556
"Icy_Strait_SST_MJJ",4.26249181928143,3.76240760940612,4.76257602915674,0.14505075672628,25,0.351122500736923,0.729957013469294,0.697551855085609,27.2902883130028,29.8989839651767,34.1267674629351,2.77970898267937e-07,0.351122500736923,0.0854027854907503,0.100234770057186,0.089383795287568
"Icy_Strait_SST_AMJ",4.33991073248604,3.90020620202792,4.77961526294417,0.125351143691693,25,0.309622460538751,0.790018760138477,0.764821011355094,19.9949623870267,22.6036580392006,26.8314415369591,1.24134653432887e-08,0.309622460538751,0.0727351456478897,0.0846166775882773,0.0796227386253653
"Icy_Strait_SST_AMJJ",4.32123641886964,3.84419682319054,4.79827601454875,0.141325081188329,25,0.333704744945069,0.756083969115185,0.726814045409007,24.3393316777963,26.9480273299702,31.1758108277287,7.91578369612497e-08,0.333704744945069,0.0804998134521661,0.0939463135765047,0.0841986812806276
"NSEAK_SST_May",4.19081999553791,3.76986451321134,4.61177547786448,0.0997070534778148,25,0.303850081930469,0.79777525516992,0.77350828579031,18.9034454333819,21.5121410855559,25.7399245833143,7.78922802536644e-09,0.303850081930469,0.0729333605367608,0.0855186953640857,0.088368755321507
"NSEAK_SST_MJJ",4.12137041000181,3.63673708436604,4.60600373563757,0.11277162290204,25,0.350469209880551,0.730960950813716,0.698676264911362,27.1822742642412,29.7909699164151,34.0187534141736,2.65490417072612e-07,0.350469209880551,0.0847354805600026,0.0994840374179712,0.096193183689241
"NSEAK_SST_AMJ",4.15249481997721,3.72483857382,4.58015106613441,0.0977836173175645,25,0.309816711785888,0.78975520101033,0.76452582513157,20.0313390748651,22.640034727039,26.8678182247975,1.26077258886658e-08,0.309816711785888,0.0745499289654794,0.0867697995985896,0.0822505787862562
"NSEAK_SST_AMJJ",4.1593771225386,3.69615243553147,4.62260180954574,0.110136333772092,25,0.33422316638375,0.755325517072061,0.725964579120708,24.4293666919693,27.0380623441432,31.2658458419017,8.22528261759283e-08,0.33422316638375,0.0803318252386911,0.0937912366472566,0.0918002721040992
"SEAK_SST_May",4.05443338092164,3.62421212095239,4.4846546408909,0.0904859167610349,25,0.314054528730926,0.783964212016967,0.758039917459003,20.8193130906645,23.4280087428384,27.6557922405968,1.76477937559078e-08,0.314054528730926,0.0763581882212062,0.0890830618662278,0.0907361954808306
"SEAK_SST_MJJ",3.99924387012182,3.5161086577951,4.48237908244854,0.0993727839334741,25,0.353319179424142,0.726567579629,0.69375568918448,27.6520152817984,30.2607109339723,34.4884944317307,3.24191357670721e-07,0.353319179424142,0.0857886746406454,0.100201846147736,0.0994408746015819
"SEAK_SST_AMJ",3.99605539912296,3.55939885574047,4.43271194250546,0.0894267562523731,25,0.319437452134459,0.77649499802225,0.74967439778492,21.8050148242231,24.4137104763971,28.6414939741555,2.68734018506287e-08,0.319437452134459,0.0780654149590503,0.0906180705288195,0.0874371965535966
"SEAK_SST_AMJJ",4.01907080876899,3.5545412641936,4.48360035334439,0.0962697963480685,25,0.339508333129661,0.747526118277331,0.717229252470611,25.3393611323864,27.9480567845603,32.1758402823188,1.21187801598524e-07,0.339508333129661,0.0827559478024436,0.0962076639903043,0.0956281171240667
